#multi:
;A;;T;;E;;M;;C;;5Mt;;
t;x;y;x;y;x;y;x;y;x;y;x;y;
3,518;0,608;1,988;0,616;1,212;0,583;0,606;0,129;0,360;8,136E-2;0,400;0,107;0,180
3,535;0,606;1,994;0,615;1,218;0,618;0,611;0,164;0,367;0,133;0,394;0,151;0,188
3,551;0,602;2,001;0,613;1,226;0,653;0,618;0,204;0,366;0,154;0,397;0,208;0,189
3,568;0,599;2,007;0,612;1,235;0,685;0,628;0,249;0,358;0,202;0,388;0,268;0,187
3,585;0,596;2,013;0,608;1,245;0,715;0,640;0,295;0,343;0,241;0,363;0,333;0,179
3,601;0,592;2,017;0,606;1,254;0,742;0,653;0,346;0,323;0,296;0,329;0,398;0,168
3,618;0,589;2,019;0,604;1,262;0,767;0,665;0,399;0,299;0,333;0,293;0,467;0,153
3,635;0,586;2,020;0,604;1,267;0,791;0,676;0,457;0,273;0,404;0,268;0,533;0,138
3,651;0,583;2,019;0,605;1,271;0,809;0,685;0,519;0,245;0,466;0,239;0,615;0,121
3,668;0,579;2,016;0,607;1,273;0,825;0,692;0,582;0,217;0,529;0,191;0,694;0,108
3,685;0,577;2,011;0,608;1,271;0,840;0,696;0,647;0,192;0,600;0,170;0,774;9,883E-2
3,701;0,574;2,006;0,611;1,268;0,853;0,697;0,716;0,171;0,676;0,138;0,855;9,551E-2
3,718;0,574;1,999;0,614;1,263;0,863;0,696;0,788;0,153;0,750;9,565E-2;0,938;9,755E-2
3,735;0,571;1,992;0,617;1,256;0,867;0,691;0,858;0,141;0,828;8,239E-2;1,018;0,107
3,751;0,570;1,985;0,620;1,247;0,871;0,683;0,929;0,137;0,905;7,273E-2;1,090;0,121
3,768;0,569;1,978;0,624;1,238;0,872;0,675;0,988;0,139;0,959;7,863E-2;1,152;0,140
3,785;0,568;1,971;0,628;1,229;0,873;0,668;1,034;0,145;1,010;7,338E-2;1,196;0,157
3,801;0,568;1,965;0,632;1,221;0,874;0,662;1,065;0,151;1,057;7,491E-2;1,226;0,166
3,818;0,566;1,958;0,637;1,214;0,878;0,658;1,081;0,151;1,057;7,491E-2;1,238;0,167
3,835;0,565;1,953;0,641;1,209;0,882;0,655;1,078;0,144;1,057;7,491E-2;1,236;0,157
3,852;0,565;1,948;0,646;1,207;0,888;0,652;1,062;0,132;1,036;6,897E-2;1,220;0,138
3,868;0,566;1,946;0,651;1,204;0,894;0,649;1,036;0,120;1,008;6,223E-2;1,197;0,118
3,885;0,568;1,944;0,659;1,205;0,897;0,648;1,021;0,123;0,968;5,790E-2;1,178;0,102
3,902;0,571;1,946;0,664;1,215;0,901;0,655;0,993;0,123;0,935;6,153E-2;1,151;8,819E-2
3,918;0,573;1,950;0,666;1,230;0,905;0,665;0,959;0,122;0,906;6,556E-2;1,118;7,809E-2
3,935;0,574;1,956;0,668;1,242;0,902;0,667;0,927;0,120;0,857;7,478E-2;1,082;6,599E-2
3,952;0,577;1,963;0,668;1,251;0,892;0,665;0,894;0,118;0,821;7,444E-2;1,047;5,784E-2
3,968;0,578;1,969;0,668;1,254;0,877;0,663;0,858;0,116;0,792;7,129E-2;1,011;5,705E-2
3,985;0,580;1,976;0,667;1,257;0,857;0,661;0,821;0,116;0,764;6,814E-2;0,973;5,719E-2
